Date,Close price,Open price,High price,Low price,Volume,
13/09/2018,987.95,987.48,992.96,984.92,172.90,
12/9/2018,987.01,990,994.83,987.01,184.15,
11/9/2018,985.06,968.41,985.06,967.92,192.82,
10/9/2018,970.34,969.74,974.59,968.19,190.67,
7/9/2018,968.9,955.5,969.34,955.5,169.77,
6/9/2018,958.19,968.37,970.84,957.99,160.38,
5/9/2018,968.44,975.05,978.78,964.8,181.15,
4/9/2018,975.94,990.79,992.18,975.94,185.94,
31/08/2018,989.54,998.55,"1,003.06",989.54,186.55,
30/08/2018,998.07,987.62,998.07,983.43,186.70,
29/08/2018,988.17,995.05,995.05,987.47,176.89,
28/08/2018,995.19,991.92,995.29,989.81,176.27,
27/08/2018,991.92,990.19,994.54,990.03,189.51,
24/08/2018,987.05,985.49,989.21,982.88,180.07,
23/08/2018,987.36,984.12,989.45,982.48,146.85,
22/08/2018,982.15,979.21,986.36,979.21,204.11,
21/08/2018,979.21,968.46,979.21,968.45,200.58,
20/08/2018,969.62,970.81,973.57,966.46,180.83,
17/08/2018,968.88,971.4,975.52,968.88,151.07,
16/08/2018,964.28,952.83,964.28,947.09,174.03,
15/08/2018,961.37,980.45,982,961.37,188.94,
14/08/2018,978.27,979.66,981.42,974.47,177.30,
13/08/2018,978.04,966.46,978.04,963.41,213.22,
10/8/2018,968.47,962.03,968.47,955.04,185.25,
9/8/2018,963.5,968.57,972.52,963.5,167.64,
8/8/2018,966.27,958.31,966.27,958.31,155.17,
7/8/2018,956.79,957.7,962.02,953.71,162.14,
6/8/2018,960.23,960.12,962.99,955.42,229.66,
3/8/2018,959.6,957.92,966.1,955.13,197.53,
2/8/2018,953.55,952.75,953.55,942.39,212.46,
1/8/2018,952.77,957.35,960.05,949.89,202.12,
31/07/2018,956.39,948.56,959.07,947.32,242.40,
30/07/2018,949.73,940.76,949.73,937.69,193.34,
27/07/2018,935.52,931.9,937.23,928.82,179.26,
26/07/2018,930.16,928.96,930.32,920.99,195.48,
25/07/2018,927.58,936.57,938.33,927.58,232.72,
24/07/2018,934.08,933.22,939.07,926.3,203.90,
23/07/2018,936.74,931.52,949.14,930.25,208.56,
20/07/2018,933.39,938.83,941.94,930.26,204.00,
19/07/2018,943.97,942.39,947.07,939.58,199.21,
18/07/2018,942.39,926.14,942.39,926.14,223.94,
17/07/2018,921.27,905.32,921.27,902.02,155.86,
16/07/2018,911.11,914.22,917.63,905.27,136.24,
13/07/2018,909.72,904.8,912.53,899.94,140.42,
12/7/2018,898.51,891.21,905.72,884.75,113.78,
11/7/2018,893.16,898.08,900.16,885.09,158.65,
10/7/2018,911.12,919.44,921.96,911.12,118.44,
9/7/2018,915.12,922.72,929.5,915.12,119.91,
6/7/2018,917.51,891.16,921.75,884.99,159.16,
5/7/2018,899.4,914.48,921.85,892.67,143.00,
4/7/2018,914.99,904.34,914.99,890.83,128.08,
3/7/2018,906.01,945.87,946.16,906.01,180.70,
2/7/2018,947.15,955.18,956.78,932.66,168.21,
29/06/2018,960.78,955.64,962.93,950.48,146.41,
28/06/2018,957.35,964.76,976.12,954.46,159.07,
27/06/2018,968.91,981.44,984.46,968.91,179.45,
26/06/2018,983.02,977.78,983.78,970.75,165.38,
25/06/2018,990.52,997.34,997.34,988.98,142.09,
22/06/2018,983.17,963.89,983.57,959.91,132.36,
21/06/2018,969.4,979.57,979.57,966.28,117.05,
20/06/2018,980.95,957.37,980.95,955.61,154.07,
19/06/2018,962.16,972.38,972.62,941.57,250.99,
18/06/2018,987.34,"1,016.51","1,018.98",986.88,181.39,
15/06/2018,"1,016.51","1,012.71","1,018.95","1,006.75",165.43,
14/06/2018,"1,015.72","1,030.53","1,033.46","1,015.72",166.57,
13/06/2018,"1,030.53","1,017.93","1,030.53","1,017.93",116.06,
12/6/2018,"1,020.76","1,033.55","1,033.55","1,005.10",212.48,
11/6/2018,"1,039.02","1,033.55","1,045.60","1,029.19",185.55,
8/6/2018,"1,039.01","1,032.59","1,039.07","1,026.94",148.15,
7/6/2018,"1,036.69","1,038.93","1,043.71","1,030.79",173.15,
6/6/2018,"1,034.50","1,020.97","1,034.50","1,012.98",162.08,
5/6/2018,"1,022.74","1,013.59","1,025.26","1,011.59",212.46,
4/6/2018,"1,013.78",994.48,"1,013.78",992.01,166.09,
1/6/2018,992.87,973.67,995.06,973.56,204.09,
31/05/2018,971.25,947.96,975.51,945.29,182.04,
30/05/2018,948.5,953.41,953.41,932.26,146.25,
29/05/2018,952.18,925.89,958.96,916,183.99,
28/05/2018,931.75,938.86,951.34,927.47,219.29,
25/05/2018,963.9,981.47,987.56,963.9,150.25,
24/05/2018,985.92,992.24,995.82,974.14,129.29,
23/05/2018,988.94,974.8,995.25,965.92,182.16,
22/05/2018,985.91,"1,006.18","1,015.97",976.73,180.49,
21/05/2018,"1,014.98","1,043.82","1,043.82","1,014.98",123.09,
18/05/2018,"1,040.54","1,033.33","1,040.84","1,013.57",408.22,
17/05/2018,"1,030.64","1,055.21","1,057.84","1,030.64",129.62,
16/05/2018,"1,054.62","1,073.50","1,073.50","1,052.18",150.05,
15/05/2018,"1,073.50","1,072.25","1,084.20","1,071.02",158.35,
14/05/2018,"1,066.98","1,051.69","1,066.98","1,042.31",137.94,
11/5/2018,"1,044.85","1,026.34","1,044.85","1,014.30",134.82,
10/5/2018,"1,028.87","1,058.22","1,059.34","1,025.75",204.94,
9/5/2018,"1,056.97","1,058.33","1,069.80","1,051.79",161.33,
8/5/2018,"1,060.45","1,061.12","1,072.28","1,057.24",170.06,
7/5/2018,"1,062.26","1,034.64","1,062.26","1,028.79",155.13,
4/5/2018,"1,026.80","1,032.12","1,037.02","1,022.10",163.07,
3/5/2018,"1,026.46","1,018.47","1,027.38","1,003.79",203.56,
2/5/2018,"1,029.08","1,053.26","1,053.52","1,024.75",183.26,
27/04/2018,"1,050.26","1,037.36","1,054.94","1,031.89",191.60,
26/04/2018,"1,044.86","1,082.52","1,082.52","1,039.35",208.48,
24/04/2018,"1,080.74","1,064.86","1,084.89","1,048.68",186.61,
23/04/2018,"1,076.78","1,124.33","1,127.24","1,076.78",217.97,
20/04/2018,"1,119.86","1,095.84","1,119.86","1,078.01",214.65,
19/04/2018,"1,094.63","1,137.99","1,137.99","1,094.63",204.01,
18/04/2018,"1,138.53","1,153.28","1,160.32","1,138.42",172.11,
17/04/2018,"1,153.28","1,149.02","1,156.70","1,139.33",175.76,
16/04/2018,"1,148.49","1,156.54","1,159.45","1,141.81",196.99,
13/04/2018,"1,157.14","1,178.57","1,181.52","1,153.93",196.13,
12/4/2018,"1,173.02","1,162.48","1,173.02","1,153.64",179.99,
11/4/2018,"1,167.11","1,201.51","1,202.46","1,167.11",286.08,
10/4/2018,"1,198.12","1,207.62","1,211.34","1,192.22",286.73,
9/4/2018,"1,204.33","1,202.44","1,207.45","1,197.44",251.45,
6/4/2018,"1,199.96","1,194.15","1,202.59","1,194.15",252.06,
5/4/2018,"1,193.17","1,197.76","1,199.15","1,186.75",241.19,
4/4/2018,"1,191.54","1,194.26","1,200.71","1,189.46",238.69,
3/4/2018,"1,188.29","1,197.00","1,199.93","1,185.83",255.24,
2/4/2018,"1,196.61","1,180.26","1,196.61","1,179.73",245.76,
30/03/2018,"1,174.46","1,169.29","1,175.36","1,158.49",204.90,
29/03/2018,"1,167.03","1,174.73","1,176.45","1,164.12",185.25,
28/03/2018,"1,172.24","1,168.87","1,179.18","1,165.71",208.55,
27/03/2018,"1,171.73","1,187.42","1,187.42","1,169.58",237.76,
26/03/2018,"1,171.22","1,150.51","1,176.95","1,150.51",211.70,
23/03/2018,"1,153.59","1,154.25","1,157.20","1,138.53",261.96,
22/03/2018,"1,172.36","1,175.22","1,180.44","1,169.48",233.32,
21/03/2018,"1,169.36","1,166.51","1,172.31","1,163.91",237.68,
20/03/2018,"1,159.39","1,154.48","1,166.33","1,154.48",214.04,
19/03/2018,"1,159.22","1,158.16","1,165.63","1,155.82",272.05,
16/03/2018,"1,150.19","1,144.54","1,152.52","1,140.56",308.62,
15/03/2018,"1,138.76","1,134.51","1,140.74","1,129.66",232.40,
14/03/2018,"1,138.09","1,135.99","1,142.88","1,134.55",250.55,
13/03/2018,"1,133.31","1,126.53","1,133.31","1,118.49",233.20,
12/3/2018,"1,126.29","1,135.37","1,135.48","1,123.98",244.68,
9/3/2018,"1,123.41","1,128.73","1,135.02","1,119.18",217.76,
8/3/2018,"1,124.15","1,112.24","1,126.35","1,111.76",200.92,
7/3/2018,"1,112.26","1,121.99","1,126.67","1,103.29",279.08,
6/3/2018,"1,120.29","1,093.48","1,120.29","1,091.67",236.33,
5/3/2018,"1,093.48","1,121.21","1,132.69","1,093.48",277.68,
2/3/2018,"1,121.21","1,103.16","1,121.91","1,103.16",210.07,
1/3/2018,"1,115.79","1,121.54","1,129.30","1,110.92",227.40,
28/02/2018,"1,121.54","1,110.30","1,129.89","1,109.89",232.59,
27/02/2018,"1,119.61","1,124.03","1,124.03","1,106.77",196.67,
26/02/2018,"1,114.53","1,115.90","1,127.57","1,114.06",234.11,
23/02/2018,"1,102.85","1,086.81","1,102.85","1,081.31",189.08,
22/02/2018,"1,076.03","1,087.15","1,091.62","1,074.27",200.37,
21/02/2018,"1,087.15","1,073.33","1,092.65","1,070.43",177.57,
13/02/2018,"1,059.73","1,053.31","1,060.48","1,052.86",174.29,
12/2/2018,"1,041.79","1,011.64","1,041.79","1,011.64",171.10,
9/2/2018,"1,003.94",991.09,"1,003.94",973.78,243.23,
8/2/2018,"1,023.25","1,031.46","1,039.61","1,023.25",181.50,
7/2/2018,"1,040.55","1,040.53","1,048.54","1,034.13",241.18,
6/2/2018,"1,011.60","1,026.08","1,026.08",983.06,480.71,
5/2/2018,"1,048.71","1,089.62","1,090.88","1,048.71",282.04,
2/2/2018,"1,105.04","1,098.66","1,105.04","1,091.06",200.31,
1/2/2018,"1,099.67","1,111.74","1,111.74","1,090.25",269.17,
31/01/2018,"1,110.36","1,112.23","1,128.10","1,104.98",351.21,
30/01/2018,"1,110.56","1,099.98","1,110.56","1,092.44",335.41,
29/01/2018,"1,109.80","1,121.78","1,130.10","1,109.80",276.73,
26/01/2018,"1,115.64","1,119.78","1,123.83","1,103.06",292.97,
25/01/2018,"1,104.57","1,098.44","1,117.08","1,098.44",510.92,
23/01/2018,"1,087.42","1,066.86","1,088.05","1,066.61",266.11,
22/01/2018,"1,087.42","1,066.86","1,088.05","1,066.61",266.11,
19/01/2018,"1,062.07","1,054.33","1,067.21","1,053.37",342.47,
18/01/2018,"1,050.25","1,028.76","1,050.25","1,020.01",281.60,
17/01/2018,"1,034.69","1,061.98","1,064.77","1,034.69",332.61,
16/01/2018,"1,062.96","1,059.36","1,065.39","1,052.43",340.19,
15/01/2018,"1,063.47","1,049.91","1,063.47","1,043.15",292.71,
12/1/2018,"1,050.11","1,050.17","1,057.88","1,046.38",351.97,
11/1/2018,"1,048.17","1,037.03","1,049.73","1,031.13",314.65,
10/1/2018,"1,038.11","1,034.64","1,045.63","1,033.01",375.09,
9/1/2018,"1,033.56","1,027.14","1,033.56","1,017.86",320.38,
8/1/2018,"1,022.90","1,011.36","1,022.90","1,004.89",268.79,
5/1/2018,"1,012.65","1,020.34","1,020.60","1,010.65",284.03,
4/1/2018,"1,019.75","1,009.37","1,019.75","1,009.00",252.91,
3/1/2018,"1,005.67",999.86,"1,010.21",998.41,237.30,
2/1/2018,995.77,986.05,996.18,984.34,186.02,
29/12/2017,984.24,978.39,990.1,976.33,211.11,
28/12/2017,976.72,970.63,978.65,967.73,160.23,
27/12/2017,968.46,969.72,972.6,965.18,235.83,
26/12/2017,965.93,960.32,965.93,957.24,186.04,
25/12/2017,958.31,954.28,958.57,952.41,168.44,
22/12/2017,952.32,947.54,952.7,945.18,197.58,
21/12/2017,946.06,949.45,957.56,946.06,213.62,
20/12/2017,953.51,945.12,958.82,945.12,220.57,
19/12/2017,951.42,961.03,963.01,951.25,228.76,
18/12/2017,958.06,945.9,958.06,945.9,241.41,
15/12/2017,935.16,933.63,939.57,932.96,239.90,
14/12/2017,935.85,925.51,936.29,923.99,172.03,
13/12/2017,924.4,932.05,932.48,922.97,157.40,
12/12/2017,927.25,927.67,931.12,895.73,243.25,
11/12/2017,917.45,930.17,936.93,917.45,193.98,
8/12/2017,940.16,938.41,944.75,930.29,197.62,
7/12/2017,938.65,950.23,954.24,932.68,196.89,
6/12/2017,947.64,950.21,950.72,932.64,243.46,
5/12/2017,953.3,972.28,974.8,953.3,265.51,
4/12/2017,970.02,962.47,972.53,962.47,270.00,
1/12/2017,960.33,952.76,960.33,952.76,227.73,
30/11/2017,949.93,956.17,960.11,949.93,249.61,
29/11/2017,952.14,943.46,952.14,940.4,229.83,
28/11/2017,941.21,939.1,943.45,933.59,359.52,
27/11/2017,938.61,933.38,947.06,931.29,252.36,
24/11/2017,935.57,930.52,937.54,924.65,225.73,
23/11/2017,933.7,938.31,943.15,927,223.22,
22/11/2017,932.66,921.13,932.66,921.13,210.14,
21/11/2017,918.3,907.51,929.89,907.51,230.29,
20/11/2017,903.55,890.34,903.55,889.55,175.97,
17/11/2017,890.69,893.99,898.11,886.86,188.54,
16/11/2017,892.8,880.17,892.8,880.17,206.50,
15/11/2017,882.59,877.65,884.83,876.6,200.08,
14/11/2017,880.9,881.15,884.14,874.74,221.73,
13/11/2017,879.34,871.7,879.34,871.7,283.76,
10/11/2017,868.21,859.91,869.37,859.24,189.39,
9/11/2017,860.4,862.38,864.2,858.16,164.44,
8/11/2017,859.7,853.15,863.07,852.32,171.68,
7/11/2017,850.33,850.2,854.6,847.88,584.72,
6/11/2017,849.09,846.12,849.09,843.76,172.30,
3/11/2017,843.73,833.16,843.73,831.58,203.25,
2/11/2017,833.09,842.19,849.53,833.09,192.77,
1/11/2017,842.71,838.75,842.88,838.01,172.22,
31/10/2017,837.28,844.27,845.93,837.28,192.06,
30/10/2017,845.2,842.92,849.3,842.92,197.30,
27/10/2017,840.37,829.15,840.37,828.45,143.37,
26/10/2017,830.11,829.94,834.67,823.92,187.41,
25/10/2017,830.69,826.08,830.69,822.83,160.17,
24/10/2017,825.24,818.08,825.24,814.92,180.44,
23/10/2017,820.04,826.25,827.24,818.81,210.65,
20/10/2017,826.84,827.93,833.57,826.84,196.37,
19/10/2017,828.93,828.89,831.61,825.5,169.35,
18/10/2017,827.72,829.43,831.15,826.72,198.94,
17/10/2017,828.29,819.51,828.29,819.43,177.22,
16/10/2017,819.43,821.54,823.85,819.43,168.99,
13/10/2017,820.95,814.6,820.95,814.2,154.13,
12/10/2017,815.87,814.43,818.44,813.72,149.20,
11/10/2017,813.95,811.2,815.11,811.2,180.70,
10/10/2017,810.65,808.43,810.65,806.3,144.21,
9/10/2017,808.96,809.61,810.75,806.78,167.58,
6/10/2017,807.8,805.7,808.13,803.81,132.95,
5/10/2017,805.23,806.56,810.54,805.22,148.46,
4/10/2017,805.66,797.39,805.66,797,118.42,
3/10/2017,798,803.98,804.39,795.05,162.27,
2/10/2017,802.23,805.29,808.09,801.7,119.50,
29/09/2017,804.42,805.07,808.77,804.42,139.48,
28/09/2017,804.82,803.1,810.35,803.1,192.67,
27/09/2017,803.77,803.32,805.04,801.74,157.40,
26/09/2017,805.35,806.4,806.84,801.66,171.21,
25/09/2017,805.58,806.9,807.64,802.23,149.15,
22/09/2017,807.13,805.15,808.16,803.94,176.70,
21/09/2017,803.93,805.29,806.52,802.6,138.75,
20/09/2017,805.86,806.88,807.51,803.33,150.76,
19/09/2017,805.93,807.41,810.13,805.87,172.85,
18/09/2017,807.87,808.51,809.39,805.37,173.96,
15/09/2017,805.82,803.35,805.82,802.08,163.95,
14/09/2017,806.32,803.34,807.29,803.23,162.90,
13/09/2017,802.78,802.85,804.38,800.39,150.28,
12/9/2017,799.94,795.53,801.01,794.88,153.20,
11/9/2017,797.47,801.2,805.44,797.47,155.94,
8/9/2017,801.2,797.98,802.9,797.82,132.50,
7/9/2017,796.72,793.61,798.58,792.77,154.51,
6/9/2017,793.55,792.16,793.82,788.89,155.71,
5/9/2017,792.31,790.26,794.46,787.8,165.41,
1/9/2017,788.73,784.42,789.19,784.18,146.63,
31/08/2017,782.76,779.19,785.78,778.19,211.65,
30/08/2017,778.65,774.31,778.65,773.85,203.15,
29/08/2017,774.03,773.91,777.11,773.87,264.85,
28/08/2017,777.26,771.81,777.26,770.51,258.57,
25/08/2017,771.63,769.07,771.63,768.57,225.18,
24/08/2017,769.77,766.48,771.65,764.64,219.61,
23/08/2017,765.98,762.42,765.98,759.01,158.56,
22/08/2017,761.26,768.2,768.44,760.3,154.11,
21/08/2017,768.79,767.42,769.71,765.95,169.70,
18/08/2017,768.97,762.82,770.79,762.46,196.32,
17/08/2017,767.59,773.48,774.47,767.59,238.33,
16/08/2017,773.57,771.1,773.57,766.8,169.79,
15/08/2017,771.06,776.64,776.83,770.09,152.54,
14/08/2017,776.17,770.65,776.42,770.65,185.52,
11/8/2017,772.08,773.43,774.31,769.14,169.87,
10/8/2017,773.43,769.58,776.77,769.58,190.13,
9/8/2017,773.66,789.15,789.15,773.66,307.86,
8/8/2017,791.57,795.8,796.62,789.84,228.90,
7/8/2017,792.98,789.41,796.09,788.66,222.64,
4/8/2017,788.68,789.46,790.12,786.09,202.95,
3/8/2017,788.49,786.23,790.82,786.19,208.92,
2/8/2017,786.23,783.45,788.97,779.81,218.99,
1/8/2017,786.81,784.44,787.68,784.15,206.36,
31/07/2017,783.55,777.54,783.58,776.72,267.11,
28/07/2017,777.09,771.21,777.09,770.82,199.88,
27/07/2017,771.5,773.21,774.97,770.3,202.37,
26/07/2017,773.88,769.35,773.88,764.92,208.32,
25/07/2017,767.27,757.43,767.27,757.35,180.74,
24/07/2017,759.74,759.97,761.64,753.82,158.87,
21/07/2017,761.86,768.9,770.43,761.86,179.98,
20/07/2017,768.41,768.56,768.56,763.55,183.49,
19/07/2017,771.3,771.33,774.12,770.18,236.85,
18/07/2017,767.49,766.88,770.37,762.68,237.79,
17/07/2017,768.91,777.7,778.3,766.47,254.75,
14/07/2017,777.6,779.72,780.65,776.88,209.25,
13/07/2017,778.3,777.12,778.3,773.85,200.64,
12/7/2017,774.17,772.6,775.08,769.83,176.53,
11/7/2017,769.36,766.56,769.36,761.57,225.54,
10/7/2017,766.56,775.85,775.85,764.43,217.18,
7/7/2017,775.73,783.73,783.81,775.73,261.56,
6/7/2017,782.65,780.5,782.77,779.99,238.45,
5/7/2017,778.32,775.85,778.32,773.81,216.49,
4/7/2017,775.54,779.15,779.15,772.9,232.64,
3/7/2017,778.88,777.2,780.01,775.53,195.52,
30/06/2017,776.47,773.46,776.5,773.46,194.38,
29/06/2017,771.75,771.26,773.08,769.89,211.88,
28/06/2017,769.04,766.82,769.04,762.78,203.56,
27/06/2017,767.51,773.15,773.4,767.19,235.65,
26/06/2017,772.52,770.5,773.14,769.73,235.11,
23/06/2017,769.01,765.66,769.01,763.64,254.93,
22/06/2017,766.3,768.41,769.99,766.3,224.84,
21/06/2017,767.41,765.71,767.83,758.9,248.54,
20/06/2017,767.99,767.59,768.29,764.42,229.11,
19/06/2017,766.83,763.75,766.83,762.33,199.98,
16/06/2017,761.24,761.75,762.43,759.98,221.69,
15/06/2017,760.57,760.38,762.98,758.17,193.28,
14/06/2017,760.77,758.26,761.7,756.82,206.34,
13/06/2017,756.89,751.09,756.89,750.1,204.17,
12/6/2017,751.09,751.33,753.41,749,184.32,
9/6/2017,749.72,749.46,752.01,749.04,178.52,
8/6/2017,750.13,751.7,751.96,748.91,262.70,
7/6/2017,753.46,752.75,754.92,751.65,211.21,
6/6/2017,751.31,743.99,751.31,743.99,185.36,
5/6/2017,743.49,739.13,745.14,738.35,218.61,
2/6/2017,738.81,741.48,742.11,736.09,184.55,
1/6/2017,741.8,739.45,742.23,738.71,152.24,
31/05/2017,737.82,738.91,741.93,735.39,214.22,
30/05/2017,738.21,747.07,747.43,738.21,261.22,
29/05/2017,746.25,746.08,748.06,745.31,252.31,
26/05/2017,743.41,741.4,743.46,740.6,193.18,
25/05/2017,741.91,744.24,746.48,740.89,205.89,
24/05/2017,742.74,739.91,744.27,737.3,225.26,
23/05/2017,740.93,744.32,746.18,740.28,266.86,
22/05/2017,744.1,738.63,746.87,738.63,272.76,
19/05/2017,733.82,727.61,733.82,726.79,211.59,
18/05/2017,726.99,727.2,729,723.8,219.68,
17/05/2017,727.2,724.01,728.01,722.81,206.67,
16/05/2017,725.03,725.84,727.86,725.03,294.21,
15/05/2017,725.35,725.25,726.19,723.18,240.89,
12/5/2017,725.37,724.63,726.4,724.41,188.85,
11/5/2017,724.99,724.84,726.82,723.39,223.04,
10/5/2017,724.31,721.94,727.52,721.81,228.17,
9/5/2017,722.11,718.86,722.11,716.95,224.90,
8/5/2017,718.86,720.61,720.61,717.98,232.46,
5/5/2017,720,720.39,721.65,719.86,194.38,
4/5/2017,722.02,717.98,723.22,717.98,215.83,
3/5/2017,719.54,718.7,719.54,716.66,229.58,
28/04/2017,717.73,715.9,718.54,713.83,190.64,
27/04/2017,716.53,711.74,716.53,711.38,187.19,
26/04/2017,710.04,706.36,710.04,706.32,142.34,
25/04/2017,707.58,709,709.81,706.04,137.23,
24/04/2017,709.39,711.6,712.77,709.39,154.88,
21/04/2017,712.41,712.77,715.08,711.08,202.27,
20/04/2017,712.66,716.76,716.76,712.66,137.64,
19/04/2017,716.77,714.87,716.77,714.02,151.57,
18/04/2017,714.93,708.64,714.93,705.55,178.13,
17/04/2017,710.83,718.93,721.78,710.83,170.26,
14/04/2017,718.45,722.47,722.96,714.13,195.28,
13/04/2017,724.35,725.54,727.34,723.88,190.43,
12/4/2017,725.58,731.62,732.87,724.48,249.51,
11/4/2017,731.33,730.15,732.24,730.15,210.27,
10/4/2017,729.87,728.71,730.9,727.77,152.42,
7/4/2017,727.95,721.85,727.95,720.28,229.96,
5/4/2017,723.22,724.89,726.03,722.49,217.98,
4/4/2017,724.14,723.7,724.67,722.79,214.30,
3/4/2017,722.38,723.02,724.37,721.58,183.07,
31/03/2017,722.31,725.97,726.67,722.31,213.14,
30/03/2017,723.86,721.87,725.91,721.87,195.79,
29/03/2017,720.47,719.08,721.92,718.37,193.99,
28/03/2017,719.26,724.37,725,718.66,221.92,
27/03/2017,723.52,723.23,725.57,721.41,233.19,
24/03/2017,722.14,719.56,724.36,719.56,214.78,
23/03/2017,719.56,712.61,719.56,712.61,192.35,
22/03/2017,712.94,715.78,720.68,712.94,269.00,
21/03/2017,716.18,717.03,718.8,714.78,231.63,
20/03/2017,715.07,711.44,717.54,711.44,175.29,
17/03/2017,710.54,715.82,717.1,710.54,253.20,
16/03/2017,714.92,712.56,715.03,710.66,179.09,
15/03/2017,713.14,715.63,716.49,713.14,139.57,
14/03/2017,714.71,709.9,716.49,709.29,134.82,
13/03/2017,710.17,711.93,712.63,707.63,146.59,
10/3/2017,712.21,715.85,716.81,712.21,197.43,
9/3/2017,715.8,715.86,718.23,714.96,195.41,
8/3/2017,716.6,715.04,718.78,713.89,175.66,
7/3/2017,716.54,716.46,716.95,714.27,195.68,
6/3/2017,716.29,714.61,718.04,714.01,172.20,
3/3/2017,712.62,708.23,712.62,705.83,170.92,
2/3/2017,707.51,712.68,713.53,707.51,176.45,
1/3/2017,709.52,710.7,712.49,705.79,222.20,
28/02/2017,710.79,718.24,719.14,710.79,192.32,
27/02/2017,717.44,711.7,718.37,711.7,182.51,
24/02/2017,714.47,716.35,717.94,713.7,232.80,
23/02/2017,716.87,717.49,719.58,712.36,228.28,
22/02/2017,717.24,717.77,719.09,715.36,231.76,
21/02/2017,716.55,711.49,718.06,711.49,210.81,
20/02/2017,710.59,705.72,711.4,704.41,199.90,
17/02/2017,707.83,709.52,710.21,705.84,166.18,
16/02/2017,709.35,712.61,717.57,709.35,198.42,
15/02/2017,711.57,706.84,711.73,706.84,169.00,
14/02/2017,706.26,706.41,707.32,703.85,175.12,
13/02/2017,705.9,704.61,706.47,703.58,161.22,
10/2/2017,703.78,701.15,704.08,701.15,138.32,
9/2/2017,700.65,700.93,702.64,700.21,147.55,
8/2/2017,702.04,702.67,702.77,700.47,156.11,
7/2/2017,701.91,699.99,703.3,698.99,158.64,
6/2/2017,700.04,702.02,702.02,696.92,126.96,
3/2/2017,700.35,704.69,708.1,700.09,124.67,
2/2/2017,703.18,699.8,703.2,697.71,86.42,
25/01/2017,697.28,693.07,697.28,691.19,98.35,
24/01/2017,691.36,687.08,692.75,687.08,98.37,
23/01/2017,687.15,687.83,689.47,686.46,87.81,
20/01/2017,686.26,684.05,688.42,684.05,90.69,
19/01/2017,682.31,683.02,684.19,680.8,89.19,
18/01/2017,683.28,683.74,688.07,683.28,101.06,
17/01/2017,684.71,678.83,684.73,678.83,108.97,
16/01/2017,677.94,684.62,684.82,677.85,89.57,
13/01/2017,685.06,686.58,688.62,685.06,94.95,
12/1/2017,686.96,688.71,688.99,685.59,112.44,
11/1/2017,687.16,680.85,687.16,680.85,108.71,
10/1/2017,681.07,682.77,683.02,680.76,87.80,
9/1/2017,682.57,681.74,684.88,681.74,101.40,
6/1/2017,679.8,675.35,683.76,675.22,127.41,
5/1/2017,675.81,674.82,675.92,673.31,102.17,
4/1/2017,674.7,672.58,675.93,672.21,110.03,
3/1/2017,672.01,665.92,672.34,665.43,84.66,
30/12/2016,664.87,664.17,665.49,663.39,121.55,
29/12/2016,664.72,666.43,666.43,663.95,116.50,
28/12/2016,663.5,665.9,666.64,661.8,118.80,
27/12/2016,663.86,662.66,665.5,661.41,160.24,
26/12/2016,662.45,665.67,665.73,662.09,114.88,
23/12/2016,664.37,663.75,664.37,659.18,114.63,
22/12/2016,664.15,669.01,669.95,663.7,94.91,
21/12/2016,666.94,662.36,667.06,657.4,130.13,
20/12/2016,662.66,673.93,674.28,662.66,100.04,
19/12/2016,674.33,673.98,679.9,673.88,124.37,
16/12/2016,675.16,670.43,675.19,668.3,177.18,
15/12/2016,665.92,668.07,668.07,664.08,126.55,
14/12/2016,665.14,657.39,665.14,657.39,212.10,
13/12/2016,654.66,662.27,663.54,654.34,135.08,
12/12/2016,659.7,663.7,664.67,658.84,111.50,
9/12/2016,663.07,659.46,664.46,659.46,119.36,
8/12/2016,658.89,655.48,660.72,655.48,135.12,
7/12/2016,653.53,648.63,654.13,647.33,130.47,
6/12/2016,651.49,660.68,660.77,648.37,126.60,
5/12/2016,660.21,663.06,663.87,658.11,157.01,
2/12/2016,665.14,667.02,667.39,662.09,135.98,
1/12/2016,666.54,670.75,670.81,666.54,127.43,
30/11/2016,665.07,658.44,665.78,654.99,155.54,
29/11/2016,658.26,665.11,667.79,658.26,117.03,
28/11/2016,665.29,672.38,673.18,660.96,107.43,
25/11/2016,675.87,678.47,678.87,671.48,115.87,
24/11/2016,678.18,683.61,683.61,676.39,125.30,
23/11/2016,683.16,681.17,684.12,679.81,116.63,
22/11/2016,681.91,675.23,681.91,675.23,113.02,
21/11/2016,674.29,673.2,675.04,671.65,103.61,
18/11/2016,673.25,673.82,675.15,669.18,104.89,
17/11/2016,674.57,674.5,676.48,673.13,128.55,
16/11/2016,674.6,674.85,676.9,673.95,111.24,
15/11/2016,674.26,673.75,675.73,671.55,118.00,
14/11/2016,673.05,677.13,679.96,672.45,121.62,
11/11/2016,679.2,678.38,679.56,676.73,115.75,
10/11/2016,678.17,675.36,678.57,675.18,119.98,
9/11/2016,670.26,675.57,675.57,656.68,148.00,
8/11/2016,676.46,675.82,677.91,674.33,96.71,
7/11/2016,674.14,667.12,674.36,666.61,102.95,
4/11/2016,666.73,666.93,668.99,665.08,87.22,
3/11/2016,667.63,668.66,668.66,661.86,128.26,
2/11/2016,671.4,675.68,678.14,671.4,142.39,
1/11/2016,676.6,675.13,676.6,672.33,118.66,
