Date,Close price,Open price,High price,Low price,Volume,
10/2/2022,"1,506.79","1,510.66","1,512.88","1,495.70",680.25,
9/2/2022,"1,505.38","1,500.99","1,511.72","1,499.53",794.74,
8/2/2022,"1,500.99","1,497.66","1,503.33","1,491.78",734.76,
7/2/2022,"1,497.66","1,478.96","1,505.69","1,478.96",578.17,
28/01/2022,"1,478.96","1,470.76","1,484.48","1,465.22",702.68,
27/01/2022,"1,470.76","1,481.58","1,486.39","1,464.06",564.60,
26/01/2022,"1,481.58","1,479.58","1,490.45","1,478.41",813.18,
25/01/2022,"1,479.58","1,439.71","1,479.58","1,424.36",751.39,
24/01/2022,"1,439.71","1,472.89","1,472.89","1,432.18",828.13,
21/01/2022,"1,472.89","1,465.30","1,477.23","1,463.06",811.35,
20/01/2022,"1,465.30","1,442.79","1,469.08","1,432.58",785.76,
19/01/2022,"1,442.79","1,438.94","1,449.11","1,434.46",637.63,
18/01/2022,"1,438.94","1,452.84","1,452.84","1,424.65",739.29,
17/01/2022,"1,452.84","1,496.02","1,503.86","1,452.84",987.10,
14/01/2022,"1,496.02","1,496.05","1,503.25","1,476.68",785.61,
13/01/2022,"1,496.05","1,510.51","1,522.60","1,495.13",995.82,
12/1/2022,"1,510.51","1,489.11","1,510.51","1,464.49",1.13M,
11/1/2022,"1,492.31","1,503.71","1,512.05","1,488.40",1.25M,
10/1/2022,"1,503.71","1,528.48","1,536.45","1,503.71",1.38M,
7/1/2022,"1,528.48","1,534.10","1,534.52","1,524.96",1.03M,
6/1/2022,"1,528.57","1,522.50","1,536.24","1,518.18",1.13M,
5/1/2022,"1,522.50","1,525.58","1,535.82","1,522.50",1.06M,
4/1/2022,"1,525.58","1,508.55","1,526.69","1,507.19",891.30,
31/12/2021,"1,498.28","1,485.97","1,499.07","1,485.97",875.73,
30/12/2021,"1,485.97","1,490.96","1,493.38","1,484.82",747.86,
29/12/2021,"1,485.82","1,494.39","1,498.91","1,485.82",843.88,
28/12/2021,"1,494.39","1,488.88","1,499.77","1,483.97",1.00M,
27/12/2021,"1,488.88","1,477.03","1,490.12","1,469.91",752.11,
24/12/2021,"1,477.03","1,456.96","1,478.80","1,456.32",889.48,
23/12/2021,"1,456.96","1,477.67","1,481.21","1,447.14",1.36M,
22/12/2021,"1,477.67","1,478.74","1,489.24","1,471.84",1.07M,
21/12/2021,"1,478.74","1,477.33","1,486.09","1,472.43",902.84,
20/12/2021,"1,477.33","1,479.79","1,483.85","1,468.88",963.35,
17/12/2021,"1,479.79","1,476.61","1,487.73","1,476.61",1.11M,
16/12/2021,"1,476.61","1,475.50","1,482.32","1,468.95",927.54,
15/12/2021,"1,475.50","1,476.02","1,481.67","1,468.21",906.08,
14/12/2021,"1,476.02","1,476.21","1,485.14","1,469.21",964.11,
13/12/2021,"1,476.21","1,463.54","1,481.70","1,463.54",865.58,
10/12/2021,"1,463.54","1,467.98","1,475.85","1,461.78",798.29,
9/12/2021,"1,467.98","1,452.87","1,467.98","1,446.88",665.46,
8/12/2021,"1,452.87","1,446.77","1,460.28","1,446.77",771.03,
7/12/2021,"1,446.77","1,413.58","1,446.77","1,413.58",755.91,
6/12/2021,"1,413.58","1,443.32","1,452.55","1,400.87",1.04M,
3/12/2021,"1,443.32","1,482.05","1,491.20","1,443.32",1.10M,
2/12/2021,"1,482.05","1,485.19","1,493.84","1,482.05",763.96,
1/12/2021,"1,485.19","1,478.44","1,487.68","1,471.30",876.73,
30/11/2021,"1,478.44","1,484.84","1,503.09","1,471.57",1.08M,
29/11/2021,"1,484.84","1,493.03","1,493.03","1,464.83",1.01M,
26/11/2021,"1,493.03","1,500.81","1,511.68","1,488.83",1.06M,
25/11/2021,"1,500.81","1,488.87","1,505.36","1,488.87",1.01M,
24/11/2021,"1,488.87","1,463.63","1,491.05","1,463.63",1.12M,
23/11/2021,"1,463.63","1,447.25","1,463.63","1,438.41",880.07,
22/11/2021,"1,447.25","1,452.35","1,466.46","1,442.85",1.27M,
19/11/2021,"1,452.35","1,469.83","1,481.53","1,434.69",1.52M,
18/11/2021,"1,469.83","1,475.85","1,482.87","1,469.83",1.09M,
17/11/2021,"1,475.85","1,466.45","1,477.04","1,464.78",860.80,
16/11/2021,"1,466.45","1,476.57","1,476.97","1,459.08",1.22M,
15/11/2021,"1,476.57","1,473.37","1,481.96","1,466.01",1.17M,
12/11/2021,"1,473.37","1,462.35","1,474.98","1,453.22",955.63,
11/11/2021,"1,462.35","1,465.02","1,472.89","1,449.18",1.27M,
10/11/2021,"1,465.02","1,461.50","1,470.19","1,457.98",985.54,
9/11/2021,"1,461.50","1,467.57","1,474.20","1,457.57",1.03M,
8/11/2021,"1,467.57","1,456.51","1,470.49","1,456.51",1.08M,
5/11/2021,"1,456.51","1,448.34","1,459.93","1,444.51",874.07,
4/11/2021,"1,448.34","1,444.30","1,451.98","1,435.84",929.53,
3/11/2021,"1,444.30","1,452.46","1,463.63","1,440.67",1.51M,
2/11/2021,"1,452.46","1,438.97","1,452.46","1,438.83",1.01M,
1/11/2021,"1,438.97","1,444.27","1,451.81","1,435.57",1.13M,
29/10/2021,"1,444.27","1,438.01","1,447.62","1,432.19",982.01,
28/10/2021,"1,438.01","1,423.02","1,440.64","1,420.42",865.43,
27/10/2021,"1,423.02","1,391.63","1,423.02","1,391.63",936.22,
26/10/2021,"1,391.63","1,385.40","1,393.03","1,377.56",747.95,
25/10/2021,"1,385.40","1,389.24","1,395.72","1,385.40",899.26,
22/10/2021,"1,389.24","1,384.77","1,393.70","1,384.77",798.13,
21/10/2021,"1,384.77","1,393.80","1,398.45","1,384.77",709.07,
20/10/2021,"1,393.80","1,395.33","1,401.76","1,376.15",845.89,
19/10/2021,"1,395.33","1,395.53","1,399.66","1,388.95",639.44,
18/10/2021,"1,395.53","1,392.70","1,402.63","1,390.88",795.92,
15/10/2021,"1,392.70","1,391.85","1,399.03","1,388.00",784.56,
14/10/2021,"1,391.85","1,391.91","1,398.67","1,388.89",725.51,
13/10/2021,"1,391.91","1,394.80","1,400.67","1,389.61",645.35,
12/10/2021,"1,394.80","1,394.09","1,400.78","1,389.43",742.81,
11/10/2021,"1,394.09","1,372.73","1,394.64","1,372.73",764.35,
8/10/2021,"1,372.73","1,365.99","1,373.18","1,365.93",632.86,
7/10/2021,"1,365.99","1,362.82","1,367.64","1,360.57",693.03,
6/10/2021,"1,362.82","1,354.63","1,362.82","1,354.63",637.00,
5/10/2021,"1,354.63","1,339.54","1,354.63","1,339.54",636.27,
4/10/2021,"1,339.54","1,334.89","1,347.49","1,333.53",736.08,
1/10/2021,"1,334.89","1,342.06","1,344.06","1,332.97",738.17,
30/09/2021,"1,342.06","1,339.21","1,348.89","1,339.21",438.29,
29/09/2021,"1,339.21","1,339.31","1,340.90","1,328.17",598.50,
28/09/2021,"1,339.31","1,324.99","1,341.81","1,316.41",623.51,
27/09/2021,"1,324.99","1,351.17","1,354.38","1,324.99",778.44,
24/09/2021,"1,351.17","1,352.76","1,356.97","1,348.07",673.10,
23/09/2021,"1,352.76","1,350.68","1,361.09","1,350.43",997.61,
22/09/2021,"1,350.68","1,339.84","1,350.71","1,336.63",779.65,
21/09/2021,"1,339.84","1,350.48","1,350.48","1,324.82",859.68,
20/09/2021,"1,350.48","1,352.64","1,365.92","1,349.18",895.46,
17/09/2021,"1,352.64","1,345.87","1,356.45","1,345.87",852.78,
16/09/2021,"1,345.87","1,345.83","1,353.12","1,341.23",599.77,
15/09/2021,"1,345.83","1,339.70","1,347.70","1,334.97",692.09,
14/09/2021,"1,339.70","1,341.43","1,349.13","1,336.84",730.45,
13/09/2021,"1,341.43","1,345.31","1,350.69","1,340.50",775.47,
10/9/2021,"1,345.31","1,343.98","1,350.43","1,343.98",598.73,
9/9/2021,"1,343.98","1,333.61","1,345.59","1,332.67",642.57,
8/9/2021,"1,333.61","1,341.90","1,344.49","1,328.35",626.08,
7/9/2021,"1,341.90","1,346.39","1,353.66","1,340.32",869.38,
6/9/2021,"1,346.39","1,334.65","1,348.36","1,334.65",944.41,
1/9/2021,"1,334.65","1,331.47","1,338.02","1,328.13",719.96,
31/08/2021,"1,331.47","1,328.14","1,336.14","1,325.69",733.83,
30/08/2021,"1,328.14","1,313.20","1,329.62","1,313.20",676.54,
27/08/2021,"1,313.20","1,301.12","1,313.20","1,285.16",685.06,
26/08/2021,"1,301.12","1,309.55","1,316.26","1,295.77",524.29,
25/08/2021,"1,309.55","1,298.74","1,310.16","1,291.70",522.87,
24/08/2021,"1,298.74","1,298.86","1,307.56","1,289.16",714.27,
23/08/2021,"1,298.86","1,329.43","1,329.43","1,298.86",795.07,
20/08/2021,"1,329.43","1,374.85","1,374.85","1,317.52",1.21M,
19/08/2021,"1,374.85","1,360.94","1,374.85","1,352.94",728.17,
18/08/2021,"1,360.94","1,363.09","1,370.50","1,355.83",689.78,
17/08/2021,"1,363.09","1,370.96","1,379.70","1,359.11",768.61,
16/08/2021,"1,370.96","1,357.05","1,372.33","1,357.05",827.71,
13/08/2021,"1,357.05","1,353.05","1,357.41","1,336.74",744.15,
12/8/2021,"1,353.05","1,357.79","1,365.01","1,353.05",741.56,
11/8/2021,"1,357.79","1,362.43","1,374.03","1,357.79",806.77,
10/8/2021,"1,362.43","1,359.86","1,370.35","1,358.12",716.54,
9/8/2021,"1,359.86","1,341.45","1,361.12","1,334.69",688.43,
6/8/2021,"1,341.45","1,345.55","1,351.85","1,341.45",736.16,
5/8/2021,"1,345.55","1,334.74","1,346.62","1,326.80",635.47,
4/8/2021,"1,334.74","1,332.44","1,340.76","1,328.40",661.80,
3/8/2021,"1,332.44","1,314.22","1,332.44","1,314.22",647.01,
2/8/2021,"1,314.22","1,310.05","1,322.35","1,304.49",614.53,
30/07/2021,"1,310.05","1,293.60","1,311.97","1,293.60",644.44,
29/07/2021,"1,293.60","1,277.07","1,293.60","1,277.07",491.06,
28/07/2021,"1,277.07","1,276.93","1,281.17","1,271.78",406.89,
27/07/2021,"1,276.93","1,272.71","1,288.35","1,272.71",566.75,
26/07/2021,"1,272.71","1,268.83","1,277.33","1,254.57",508.55,
23/07/2021,"1,268.83","1,293.67","1,295.63","1,268.83",582.25,
22/07/2021,"1,293.67","1,270.79","1,294.16","1,266.54",536.41,
21/07/2021,"1,270.79","1,273.29","1,284.33","1,266.71",451.95,
20/07/2021,"1,273.29","1,243.51","1,273.29","1,225.52",568.60,
19/07/2021,"1,243.51","1,299.31","1,299.31","1,237.79",731.02,
16/07/2021,"1,299.31","1,293.92","1,304.37","1,293.92",415.12,
15/07/2021,"1,293.92","1,279.91","1,299.18","1,270.77",419.14,
14/07/2021,"1,279.91","1,297.54","1,305.37","1,264.68",547.97,
13/07/2021,"1,297.54","1,296.30","1,307.73","1,278.30",500.18,
12/7/2021,"1,296.30","1,347.14","1,347.14","1,270.06",912.74,
9/7/2021,"1,347.14","1,374.68","1,374.68","1,335.90",713.99,
8/7/2021,"1,374.68","1,388.55","1,388.55","1,363.92",528.83,
7/7/2021,"1,388.55","1,354.79","1,388.55","1,334.58",733.80,
6/7/2021,"1,354.79","1,411.13","1,418.99","1,354.79",773.51,
5/7/2021,"1,411.13","1,420.27","1,421.52","1,394.12",774.45,
2/7/2021,"1,420.27","1,422.89","1,424.28","1,415.82",706.83,
1/7/2021,"1,417.08","1,412.15","1,417.27","1,402.18",753.56,
30/06/2021,"1,408.55","1,410.83","1,419.61","1,408.18",595.29,
29/06/2021,"1,410.04","1,408.34","1,416.34","1,406.87",647.39,
28/06/2021,"1,405.81","1,397.96","1,406.02","1,390.56",699.51,
25/06/2021,"1,390.12","1,382.11","1,390.12","1,372.80",598.11,
24/06/2021,"1,379.72","1,376.87","1,384.71","1,372.99",591.75,
23/06/2021,"1,376.87","1,383.15","1,388.33","1,372.06",710.77,
22/06/2021,"1,379.97","1,380.84","1,385.98","1,375.00",746.95,
21/06/2021,"1,372.63","1,373.59","1,381.74","1,367.85",768.18,
18/06/2021,"1,377.77","1,366.19","1,377.77","1,363.52",809.47,
17/06/2021,"1,359.92","1,341.06","1,364.55","1,337.49",768.73,
16/06/2021,"1,356.52","1,363.85","1,370.14","1,350.73",769.63,
15/06/2021,"1,367.36","1,361.58","1,372.72","1,356.59",730.94,
14/06/2021,"1,361.72","1,352.73","1,368.53","1,352.73",775.73,
11/6/2021,"1,351.74","1,326.79","1,352.47","1,322.08",731.26,
10/6/2021,"1,323.58","1,332.90","1,336.71","1,317.49",723.49,
9/6/2021,"1,332.90","1,323.52","1,339.14","1,312.08",822.29,
8/6/2021,"1,319.88","1,355.36","1,364.48","1,318.11",924.51,
7/6/2021,"1,358.78","1,374.59","1,375.74","1,347.21",876.69,
4/6/2021,"1,374.05","1,367.06","1,374.05","1,360.42",943.33,
3/6/2021,"1,364.28","1,345.21","1,366.00","1,345.21",898.88,
2/6/2021,"1,340.78","1,337.78","1,344.98","1,330.82",805.24,
1/6/2021,"1,337.78","1,329.47","1,346.34","1,328.84",629.42,
31/05/2021,"1,328.05","1,326.65","1,328.05","1,307.56",737.18,
28/05/2021,"1,320.46","1,307.79","1,323.09","1,300.06",768.85,
27/05/2021,"1,303.57","1,318.42","1,319.67","1,299.99",733.00,
26/05/2021,"1,316.70","1,308.04","1,317.30","1,304.68",713.07,
25/05/2021,"1,308.58","1,299.19","1,308.58","1,297.23",679.06,
24/05/2021,"1,297.98","1,287.50","1,299.83","1,287.36",715.51,
21/05/2021,"1,283.93","1,272.84","1,289.03","1,268.46",698.93,
20/05/2021,"1,278.22","1,264.62","1,278.22","1,255.78",745.21,
19/05/2021,"1,262.49","1,254.78","1,262.71","1,250.58",694.35,
18/05/2021,"1,252.68","1,259.57","1,262.22","1,249.02",692.48,
17/05/2021,"1,258.70","1,272.55","1,277.83","1,258.50",758.29,
14/05/2021,"1,266.36","1,266.43","1,271.45","1,259.97",730.99,
13/05/2021,"1,261.99","1,262.98","1,273.49","1,261.99",711.52,
12/5/2021,"1,269.09","1,251.97","1,269.09","1,249.18",700.67,
11/5/2021,"1,256.04","1,265.11","1,272.55","1,256.04",770.09,
10/5/2021,"1,259.58","1,239.96","1,259.58","1,236.85",773.06,
7/5/2021,"1,241.81","1,245.48","1,250.50","1,231.92",783.04,
6/5/2021,"1,250.57","1,255.42","1,261.49","1,246.64",730.50,
5/5/2021,"1,256.43","1,244.69","1,265.93","1,244.69",744.43,
4/5/2021,"1,242.20","1,222.08","1,242.80","1,212.56",798.49,
29/04/2021,"1,239.39","1,234.91","1,239.39","1,231.25",647.16,
28/04/2021,"1,229.55","1,220.26","1,230.91","1,217.49",612.70,
27/04/2021,"1,219.75","1,213.84","1,220.96","1,204.14",618.17,
26/04/2021,"1,215.77","1,251.25","1,251.25","1,214.14",744.95,
23/04/2021,"1,248.53","1,227.18","1,248.53","1,216.15",716.52,
22/04/2021,"1,227.82","1,264.31","1,271.98","1,227.82",770.37,
20/04/2021,"1,268.28","1,267.74","1,286.32","1,261.28",843.60,
19/04/2021,"1,260.58","1,243.58","1,260.58","1,233.77",817.13,
16/04/2021,"1,238.71","1,245.06","1,254.61","1,227.14",986.88,
15/04/2021,"1,247.25","1,262.25","1,265.87","1,247.25",806.49,
14/04/2021,"1,255.87","1,240.90","1,255.87","1,233.01",861.96,
13/04/2021,"1,248.33","1,262.44","1,268.02","1,247.66",1.03M,
12/4/2021,"1,252.45","1,236.79","1,252.45","1,232.35",890.31,
9/4/2021,"1,231.66","1,231.51","1,234.98","1,227.60",732.82,
8/4/2021,"1,234.89","1,242.38","1,246.40","1,232.26",664.51,
7/4/2021,"1,242.38","1,237.39","1,242.38","1,232.52",727.82,
6/4/2021,"1,239.96","1,233.37","1,244.63","1,231.14",694.06,
5/4/2021,"1,236.05","1,245.28","1,245.28","1,228.18",693.04,
2/4/2021,"1,224.45","1,225.76","1,228.29","1,221.07",661.89,
1/4/2021,"1,216.10","1,194.59","1,217.26","1,192.83",672.84,
31/03/2021,"1,191.44","1,186.36","1,196.45","1,186.36",703.08,
30/03/2021,"1,186.36","1,179.64","1,187.29","1,172.85",780.73,
29/03/2021,"1,175.68","1,169.65","1,175.77","1,165.78",660.95,
26/03/2021,"1,162.21","1,162.71","1,165.76","1,137.90",670.46,
25/03/2021,"1,163.10","1,164.41","1,170.76","1,154.44",690.73,
24/03/2021,"1,161.81","1,169.42","1,174.20","1,154.22",750.48,
23/03/2021,"1,183.45","1,190.28","1,191.47","1,177.10",683.72,
22/03/2021,"1,194.43","1,200.05","1,200.21","1,189.31",700.87,
19/03/2021,"1,194.05","1,195.47","1,199.67","1,191.96",680.90,
18/03/2021,"1,200.94","1,196.60","1,200.94","1,191.94",628.64,
17/03/2021,"1,186.09","1,178.64","1,186.09","1,176.26",701.09,
16/03/2021,"1,179.90","1,184.91","1,184.91","1,171.76",683.85,
15/03/2021,"1,184.56","1,183.89","1,186.06","1,178.80",676.96,
12/3/2021,"1,181.56","1,185.21","1,186.52","1,178.14",624.71,
11/3/2021,"1,181.73","1,170.08","1,183.73","1,170.08",629.10,
10/3/2021,"1,170.08","1,163.86","1,170.59","1,154.89",723.92,
9/3/2021,"1,161.97","1,160.96","1,166.42","1,150.94",641.43,
8/3/2021,"1,168.27","1,180.33","1,181.25","1,164.02",652.70,
5/3/2021,"1,168.69","1,164.19","1,169.56","1,155.60",594.84,
4/3/2021,"1,168.52","1,191.78","1,191.90","1,159.48",673.45,
3/3/2021,"1,186.95","1,184.73","1,189.18","1,180.25",631.67,
2/3/2021,"1,186.61","1,196.16","1,196.16","1,181.99",577.01,
1/3/2021,"1,186.17","1,176.93","1,186.82","1,174.45",643.38,
26/02/2021,"1,168.47","1,148.88","1,169.28","1,148.88",554.46,
25/02/2021,"1,165.43","1,169.97","1,169.97","1,155.74",510.43,
24/02/2021,"1,162.01","1,184.32","1,185.58","1,154.36",603.00,
23/02/2021,"1,177.64","1,174.57","1,184.32","1,168.32",598.27,
22/02/2021,"1,175.04","1,173.57","1,182.67","1,169.12",630.04,
19/02/2021,"1,173.50","1,160.65","1,178.18","1,157.60",578.28,
18/02/2021,"1,174.38","1,157.10","1,174.38","1,148.66",614.82,
17/02/2021,"1,155.78","1,127.46","1,155.78","1,127.46",568.03,
9/2/2021,"1,114.93","1,090.88","1,114.93","1,078.98",519.81,
8/2/2021,"1,083.18","1,127.06","1,127.06","1,075.10",696.60,
5/2/2021,"1,126.91","1,114.79","1,126.91","1,112.19",529.87,
4/2/2021,"1,112.19","1,112.97","1,117.88","1,098.85",523.41,
3/2/2021,"1,111.29","1,084.87","1,113.24","1,082.95",703.18,
2/2/2021,"1,075.53","1,036.95","1,075.53","1,029.36",602.62,
1/2/2021,"1,035.51","1,056.61","1,074.52","1,035.51",634.33,
29/01/2021,"1,056.61",998.33,"1,076.11",998.33,797.39,
28/01/2021,"1,023.94","1,041.71","1,052.16","1,022.77",767.87,
27/01/2021,"1,097.17","1,122.41","1,132.99","1,088.86",785.70,
26/01/2021,"1,136.12","1,164.97","1,164.97","1,121.03",782.27,
25/01/2021,"1,166.05","1,164.20","1,172.18","1,162.80",707.24,
22/01/2021,"1,166.78","1,166.77","1,175.72","1,161.43",758.32,
21/01/2021,"1,164.21","1,146.86","1,164.21","1,132.66",721.92,
20/01/2021,"1,134.68","1,136.50","1,142.48","1,098.05",839.30,
19/01/2021,"1,131.00","1,189.91","1,189.91","1,117.17",986.19,
18/01/2021,"1,191.94","1,198.79","1,200.85","1,190.33",747.42,
15/01/2021,"1,194.20","1,188.84","1,197.74","1,188.84",783.11,
14/01/2021,"1,187.40","1,189.48","1,190.50","1,178.84",779.34,
