Date,OFR FSI,Emerging markets
10/13/2017,-3.506,-0.231
10/16/2017,-3.533,-0.242
10/17/2017,-3.573,-0.239
10/18/2017,-3.695,-0.246
10/19/2017,-3.587,-0.233
10/20/2017,-3.64,-0.244
10/23/2017,-3.619,-0.238
10/24/2017,-3.63,-0.235
10/25/2017,-3.583,-0.251
10/26/2017,-3.618,-0.245
10/27/2017,-3.711,-0.239
10/30/2017,-3.704,-0.242
10/31/2017,-3.802,-0.24
11/1/2017,-3.893,-0.255
11/2/2017,-3.868,-0.248
11/3/2017,-3.928,-0.236
11/6/2017,-3.908,-0.225
11/7/2017,-3.918,-0.229
11/8/2017,-3.898,-0.224
11/9/2017,-3.65,-0.221
11/10/2017,-3.624,-0.22
11/13/2017,-3.58,-0.217
11/14/2017,-3.536,-0.207
11/15/2017,-3.343,-0.197
11/16/2017,-3.519,-0.215
11/17/2017,-3.488,-0.22
11/20/2017,-3.575,-0.229
11/21/2017,-3.718,-0.236
11/22/2017,-3.674,-0.235
11/24/2017,-3.703,-0.237
11/27/2017,-3.641,-0.23
11/28/2017,-3.707,-0.237
11/29/2017,-3.707,-0.236
11/30/2017,-3.685,-0.226
12/1/2017,-3.567,-0.227
12/4/2017,-3.648,-0.23
12/5/2017,-3.665,-0.234
12/6/2017,-3.563,-0.223
12/7/2017,-3.667,-0.224
12/8/2017,-3.787,-0.227
12/11/2017,-3.835,-0.229
12/12/2017,-3.862,-0.219
12/13/2017,-3.781,-0.213
12/14/2017,-3.756,-0.217
12/15/2017,-3.789,-0.217
12/18/2017,-3.905,-0.229
12/19/2017,-3.902,-0.241
12/20/2017,-3.871,-0.244
12/21/2017,-3.855,-0.243
12/22/2017,-3.836,-0.246
12/26/2017,-3.769,-0.234
12/27/2017,-3.823,-0.231
12/28/2017,-3.813,-0.241
12/29/2017,-3.73,-0.237
1/2/2018,-3.717,-0.222
1/3/2018,-3.835,-0.232
1/4/2018,-3.935,-0.24
1/5/2018,-4.059,-0.26
1/8/2018,-4.093,-0.266
1/9/2018,-4.102,-0.273
1/10/2018,-4.059,-0.265
1/11/2018,-4.124,-0.272
1/12/2018,-4.181,-0.288
1/16/2018,-4.096,-0.291
1/17/2018,-4.076,-0.3
1/18/2018,-4.014,-0.304
1/19/2018,-4.035,-0.303
1/22/2018,-4.091,-0.31
1/23/2018,-4.103,-0.31
1/24/2018,-4.037,-0.315
1/25/2018,-3.974,-0.327
1/26/2018,-4.032,-0.342
1/29/2018,-3.896,-0.332
1/30/2018,-3.71,-0.319
1/31/2018,-3.797,-0.332
2/1/2018,-3.802,-0.331
2/2/2018,-3.481,-0.322
2/5/2018,-2.353,-0.273
2/6/2018,-1.997,-0.259
2/7/2018,-2.371,-0.266
2/8/2018,-1.735,-0.243
2/9/2018,-1.427,-0.191
2/12/2018,-1.851,-0.208
2/13/2018,-1.986,-0.209
2/14/2018,-2.361,-0.224
2/15/2018,-2.567,-0.244
2/16/2018,-2.732,-0.245
2/20/2018,-2.71,-0.238
2/21/2018,-2.81,-0.258
2/22/2018,-2.713,-0.239
2/23/2018,-2.907,-0.247
2/26/2018,-3.027,-0.25
2/27/2018,-2.909,-0.252
2/28/2018,-2.687,-0.228
3/1/2018,-2.276,-0.209
3/2/2018,-2.17,-0.205
3/5/2018,-2.31,-0.203
3/6/2018,-2.461,-0.217
3/7/2018,-2.408,-0.212
3/8/2018,-2.558,-0.208
3/9/2018,-2.784,-0.216
3/12/2018,-2.81,-0.223
3/13/2018,-2.782,-0.227
3/14/2018,-2.666,-0.22
3/15/2018,-2.705,-0.218
3/16/2018,-2.701,-0.22
3/19/2018,-2.421,-0.208
3/20/2018,-2.486,-0.211
3/21/2018,-2.474,-0.2
3/22/2018,-1.998,-0.18
3/23/2018,-1.506,-0.146
3/26/2018,-1.772,-0.158
3/27/2018,-1.859,-0.157
3/28/2018,-1.733,-0.141
3/29/2018,-1.923,-0.156
4/2/2018,-1.7,-0.134
4/3/2018,-1.822,-0.146
4/4/2018,-1.869,-0.136
4/5/2018,-2.136,-0.154
4/6/2018,-1.913,-0.142
4/9/2018,-1.989,-0.137
4/10/2018,-2.175,-0.143
4/11/2018,-2.112,-0.139
4/12/2018,-2.313,-0.152
4/13/2018,-2.413,-0.143
4/16/2018,-2.495,-0.13
4/17/2018,-2.685,-0.129
4/18/2018,-2.763,-0.143
4/19/2018,-2.738,-0.154
4/20/2018,-2.703,-0.146
4/23/2018,-2.697,-0.139
4/24/2018,-2.642,-0.137
4/25/2018,-2.567,-0.126
4/26/2018,-2.682,-0.122
4/27/2018,-2.783,-0.125
4/30/2018,-2.732,-0.13
5/1/2018,-2.722,-0.12
5/2/2018,-2.727,-0.112
5/3/2018,-2.662,-0.091
5/4/2018,-2.781,-0.085
5/7/2018,-2.777,-0.083
5/8/2018,-2.811,-0.077
5/9/2018,-2.919,-0.073
5/10/2018,-3.064,-0.102
5/11/2018,-3.209,-0.116
5/14/2018,-3.27,-0.119
5/15/2018,-3.119,-0.11
5/16/2018,-3.093,-0.124
5/17/2018,-3.106,-0.11
5/18/2018,-3.03,-0.094
5/21/2018,-3.04,-0.089
5/22/2018,-3.12,-0.103
5/23/2018,-2.865,-0.091
5/24/2018,-2.798,-0.092
5/25/2018,-2.706,-0.079
5/29/2018,-1.887,-0.031
5/30/2018,-2.047,-0.018
5/31/2018,-2.124,-0.028
6/1/2018,-2.383,-0.042
6/4/2018,-2.688,-0.064
6/5/2018,-2.677,-0.058
6/6/2018,-2.799,-0.07
6/7/2018,-2.682,-0.054
6/8/2018,-2.591,-0.05
6/11/2018,-2.657,-0.051
6/12/2018,-2.734,-0.047
6/13/2018,-2.783,-0.042
6/14/2018,-2.824,-0.033
6/15/2018,-2.773,-0.013
6/18/2018,-2.63,0.01
6/19/2018,-2.33,0.041
6/20/2018,-2.554,0.017
6/21/2018,-2.346,0.032
6/22/2018,-2.383,0.03
6/25/2018,-2.045,0.049
6/26/2018,-2.136,0.052
6/27/2018,-1.944,0.075
6/28/2018,-1.905,0.081
6/29/2018,-2.1,0.053
7/2/2018,-1.915,0.07
7/3/2018,-2.006,0.076
7/5/2018,-2.152,0.068
7/6/2018,-2.364,0.058
7/9/2018,-2.588,0.028
7/10/2018,-2.67,0.022
7/11/2018,-2.353,0.074
7/12/2018,-2.507,0.068
7/13/2018,-2.591,0.056
7/16/2018,-2.586,0.069
7/17/2018,-2.71,0.06
7/18/2018,-2.751,0.053
7/19/2018,-2.62,0.059
7/20/2018,-2.561,0.044
7/23/2018,-2.559,0.027
7/24/2018,-2.728,0.015
7/25/2018,-2.82,0.003
7/26/2018,-2.891,-0.021
7/27/2018,-2.857,-0.029
7/30/2018,-2.712,-0.027
7/31/2018,-2.879,-0.03
8/1/2018,-2.853,-0.029
8/2/2018,-2.727,-0.003
8/3/2018,-2.795,-0.005
8/6/2018,-2.802,0.001
8/7/2018,-2.942,-0.008
8/8/2018,-2.922,0
8/9/2018,-2.847,0.011
8/10/2018,-2.449,0.019
8/13/2018,-2.176,0.052
8/14/2018,-2.455,0.029
8/15/2018,-2.217,0.026
8/16/2018,-2.396,0.019
8/17/2018,-2.412,0.014
8/20/2018,-2.493,0.014
8/21/2018,-2.624,0.001
8/22/2018,-2.648,0.009
8/23/2018,-2.648,0.008
8/24/2018,-2.708,0.015
8/27/2018,-2.835,-0.009
8/28/2018,-2.904,-0.019
8/29/2018,-2.929,-0.003
8/30/2018,-2.683,0.009
8/31/2018,-2.655,0.004
9/4/2018,-2.597,0.02
9/5/2018,-2.475,0.04
9/6/2018,-2.394,0.038
9/7/2018,-2.455,0.008
9/10/2018,-2.53,0.026
9/11/2018,-2.641,0.033
9/12/2018,-2.729,0.028
9/13/2018,-2.862,0.011
9/14/2018,-2.986,-0.018
9/17/2018,-2.913,-0.001
9/18/2018,-3.025,-0.012
9/19/2018,-3.145,-0.028
9/20/2018,-3.182,-0.037
9/21/2018,-3.248,-0.066
9/24/2018,-3.173,-0.05
9/25/2018,-3.225,-0.051
9/26/2018,-3.245,-0.054
9/27/2018,-3.291,-0.069
9/28/2018,-3.265,-0.069
10/1/2018,-3.305,-0.062
10/2/2018,-3.179,-0.046
10/3/2018,-3.284,-0.063
10/4/2018,-2.946,-0.023
10/5/2018,-2.887,-0.019
10/8/2018,-2.8,-0.018
10/9/2018,-2.755,-0.012
10/10/2018,-2.322,0.002
10/11/2018,-1.712,0.061
10/12/2018,-1.976,0.024
10/15/2018,-1.996,0.021
10/16/2018,-2.431,0.004
10/17/2018,-2.544,0.001
10/18/2018,-2.195,0.022
10/19/2018,-2.21,0.024
10/22/2018,-2.229,0.015
10/23/2018,-1.778,0.065
10/24/2018,-1.508,0.074
10/25/2018,-1.409,0.076
10/26/2018,-1.207,0.085
10/29/2018,-1.184,0.095
10/30/2018,-1.34,0.093
10/31/2018,-1.578,0.059
11/1/2018,-1.623,-0.054
11/2/2018,-1.788,0.005
11/5/2018,-1.724,0.011
11/6/2018,-1.844,0.006
11/7/2018,-2.213,-0.005
11/8/2018,-2.331,-0.006
11/9/2018,-2.172,0.018
11/12/2018,-1.942,0.018
11/13/2018,-1.746,0.069
11/14/2018,-1.603,0.076
11/15/2018,-1.501,0.074
11/16/2018,-1.576,0.077
11/19/2018,-1.466,0.081
11/20/2018,-1.12,0.133
11/21/2018,-1.306,0.134
11/23/2018,-1.199,0.148
11/26/2018,-1.427,0.152
11/27/2018,-1.409,0.155
11/28/2018,-1.532,0.15
11/29/2018,-1.519,0.135
11/30/2018,-1.488,0.136
12/3/2018,-1.739,0.12
12/4/2018,-1.329,0.133
12/6/2018,-0.822,0.174
12/7/2018,-0.771,0.176
12/10/2018,-0.632,0.199
12/11/2018,-0.741,0.19
12/12/2018,-0.988,0.165
12/13/2018,-1.226,0.134
12/14/2018,-0.984,0.149
12/17/2018,-0.794,0.158
12/18/2018,-0.589,0.18
12/19/2018,-0.531,0.189
12/20/2018,-0.171,0.14
12/21/2018,0.003,0.142
12/24/2018,0.473,0.22
12/26/2018,0.304,0.226
12/27/2018,0.418,0.24
12/28/2018,0.35,0.232
12/31/2018,0.268,0.241
1/2/2019,0.23,0.239
1/3/2019,0.51,0.264
1/4/2019,0.027,0.218
1/7/2019,-0.231,0.187
1/8/2019,-0.493,0.182
1/9/2019,-0.604,0.158
1/10/2019,-0.617,0.156
1/11/2019,-0.69,0.161
1/14/2019,-0.648,0.164
1/15/2019,-0.772,0.15
1/16/2019,-0.885,0.139
1/17/2019,-1.018,0.116
1/18/2019,-1.247,0.094
1/22/2019,-1.111,0.093
1/23/2019,-1.237,0.055
1/24/2019,-1.291,0.047
1/25/2019,-1.615,-0.005
1/28/2019,-1.515,-0.006
1/29/2019,-1.53,0.005
1/30/2019,-1.596,0.003
1/31/2019,-1.701,-0.018
2/1/2019,-1.85,-0.038
2/4/2019,-1.939,-0.042
2/5/2019,-2.061,-0.05
2/6/2019,-2.073,-0.048
2/7/2019,-1.865,-0.03
2/8/2019,-1.794,-0.037
2/11/2019,-1.875,-0.037
2/12/2019,-2.109,-0.052
2/13/2019,-2.174,-0.066
2/14/2019,-2.065,-0.06
2/15/2019,-2.17,-0.047
2/19/2019,-2.306,-0.057
2/20/2019,-2.449,-0.069
2/21/2019,-2.466,-0.045
2/22/2019,-2.591,-0.084
2/25/2019,-2.599,-0.083
2/26/2019,-2.621,-0.079
2/27/2019,-2.68,-0.097
2/28/2019,-2.711,-0.095
3/1/2019,-2.837,-0.098
3/4/2019,-2.827,-0.094
3/5/2019,-2.837,-0.094
3/6/2019,-2.727,-0.095
3/7/2019,-2.526,-0.073
3/8/2019,-2.395,-0.055
3/11/2019,-2.608,-0.076
3/12/2019,-2.714,-0.083
3/13/2019,-2.774,-0.085
3/14/2019,-2.859,-0.093
3/15/2019,-2.982,-0.1
3/18/2019,-3.076,-0.121
3/19/2019,-3.139,-0.134
3/20/2019,-3.011,-0.116
3/21/2019,-3,-0.129
3/22/2019,-2.614,-0.099
3/25/2019,-2.379,-0.081
3/26/2019,-2.588,-0.082
3/27/2019,-2.403,-0.093
3/28/2019,-2.357,-0.097
3/29/2019,-2.559,-0.114
4/1/2019,-2.836,-0.144
4/2/2019,-2.873,-0.154
4/3/2019,-3.005,-0.167
4/4/2019,-3.038,-0.17
4/5/2019,-3.145,-0.169
4/8/2019,-3.143,-0.171
4/9/2019,-3.091,-0.175
4/10/2019,-3.13,-0.17
4/11/2019,-3.285,-0.163
4/12/2019,-3.402,-0.17
4/15/2019,-3.431,-0.166
4/16/2019,-3.548,-0.182
4/17/2019,-3.528,-0.185
4/18/2019,-3.459,-0.176
4/22/2019,-3.482,-0.17
4/23/2019,-3.498,-0.173
4/24/2019,-3.307,-0.16
4/25/2019,-3.254,-0.148
4/26/2019,-3.229,-0.14
4/29/2019,-3.261,-0.141
4/30/2019,-3.221,-0.137
5/1/2019,-3.161,-0.141
5/2/2019,-3.155,-0.14
5/3/2019,-3.272,-0.141
5/6/2019,-2.963,-0.121
5/7/2019,-2.499,-0.102
5/8/2019,-2.45,-0.102
5/9/2019,-2.134,-0.071
5/10/2019,-2.377,-0.082
5/13/2019,-1.961,-0.052
5/14/2019,-2.153,-0.028
5/15/2019,-2.285,-0.024
5/16/2019,-2.45,-0.026
5/17/2019,-2.403,-0.015
5/20/2019,-2.346,-0.015
5/21/2019,-2.54,-0.025
5/22/2019,-2.59,-0.029
5/23/2019,-2.123,0.023
5/24/2019,-2.226,0.018
5/28/2019,-2.187,0.023
5/29/2019,-2,0.017
5/30/2019,-2.065,0.029
5/31/2019,-1.699,0.021
6/3/2019,-1.482,0.041
6/4/2019,-1.74,0.031
6/5/2019,-1.839,0.027
6/6/2019,-1.919,0.026
6/7/2019,-1.962,0.033
6/10/2019,-2.176,0.001
6/11/2019,-2.281,-0.01
6/12/2019,-2.137,0.003
6/13/2019,-2.083,0.02
6/14/2019,-2.132,0.022
6/17/2019,-2.144,0.028
6/18/2019,-2.181,0.012
6/19/2019,-2.265,0.004
6/20/2019,-2.283,-0.006
6/21/2019,-2.28,-0.012
6/24/2019,-2.273,-0.012
6/25/2019,-2.188,-0.001
6/26/2019,-2.246,-0.013
6/27/2019,-2.271,-0.016
6/28/2019,-2.277,-0.019
7/1/2019,-2.595,-0.047
7/2/2019,-2.662,-0.032
7/3/2019,-2.775,-0.047
7/5/2019,-2.917,-0.066
7/8/2019,-2.868,-0.055
7/9/2019,-2.874,-0.058
7/10/2019,-2.797,-0.046
7/11/2019,-2.921,-0.064
7/12/2019,-3.002,-0.064
7/15/2019,-2.977,-0.074
7/16/2019,-2.995,-0.072
7/17/2019,-2.82,-0.059
7/18/2019,-2.528,-0.047
7/19/2019,-2.683,-0.057
7/22/2019,-2.783,-0.067
7/23/2019,-2.878,-0.076
7/24/2019,-2.884,-0.075
7/25/2019,-2.93,-0.082
7/26/2019,-3.003,-0.089
7/29/2019,-2.969,-0.085
7/30/2019,-2.825,-0.08
7/31/2019,-2.723,-0.089
8/1/2019,-2.375,-0.02
8/2/2019,-1.919,-0.003
8/5/2019,-0.919,0.064
8/6/2019,-1.221,0.064
8/7/2019,-1.097,0.075
8/8/2019,-1.493,0.063
8/9/2019,-1.439,0.044
8/12/2019,-1.142,0.084
8/13/2019,-1.362,0.097
8/14/2019,-0.845,0.113
8/15/2019,-0.586,0.123
8/16/2019,-0.909,0.111
8/19/2019,-1.224,0.095
8/20/2019,-1.178,0.101
8/21/2019,-1.438,0.088
8/22/2019,-1.46,0.088
8/23/2019,-1.063,0.107
8/26/2019,-0.983,0.117
8/27/2019,-1.046,0.122
8/28/2019,-1.102,0.124
8/29/2019,-1.251,0.111
8/30/2019,-1.283,0.081
9/3/2019,-1.214,0.069
9/4/2019,-1.491,0.052
9/5/2019,-1.853,0.014
9/6/2019,-2.033,-0.004
9/9/2019,-2.084,-0.018
9/10/2019,-2.174,-0.029
9/11/2019,-2.254,-0.027
9/12/2019,-2.534,-0.058
9/13/2019,-2.67,-0.081
9/16/2019,-2.199,0.042
9/17/2019,-2.102,0.074
9/18/2019,-2.12,0.066
9/19/2019,-2.132,0.074
9/20/2019,-2.046,0.073
9/23/2019,-2,0.082
9/24/2019,-1.849,0.104
9/25/2019,-1.834,0.099
9/26/2019,-1.804,0.101
9/27/2019,-1.727,0.11
9/30/2019,-1.797,0.096
10/1/2019,-1.617,0.107
10/2/2019,-1.207,0.126
10/3/2019,-1.139,0.135
10/4/2019,-1.398,0.12
10/7/2019,-1.499,0.109
10/8/2019,-1.323,0.12
10/9/2019,-1.488,0.112
10/10/2019,-1.661,0.097
10/11/2019,-1.95,0.066
10/14/2019,-1.986,0.064
10/15/2019,-2.256,0.06
10/16/2019,-2.581,-0.046
10/17/2019,-2.703,-0.082
10/18/2019,-2.707,-0.08
10/21/2019,-2.877,-0.095
10/22/2019,-2.853,-0.098
10/23/2019,-2.9,-0.088
10/24/2019,-3.004,-0.101
10/25/2019,-3.177,-0.107
10/28/2019,-3.229,-0.125
10/29/2019,-3.194,-0.127
10/30/2019,-3.152,-0.113
10/31/2019,-3.039,-0.124
11/1/2019,-3.165,-0.134
11/4/2019,-3.256,-0.157
11/5/2019,-3.314,-0.173
11/6/2019,-3.311,-0.156
11/7/2019,-3.38,-0.178
11/8/2019,-3.377,-0.17
11/11/2019,-3.32,-0.16
11/12/2019,-3.4,-0.165
11/13/2019,-3.259,-0.152
11/14/2019,-3.199,-0.147
11/15/2019,-3.38,-0.163
11/18/2019,-3.391,-0.157
11/19/2019,-3.365,-0.148
11/20/2019,-3.252,-0.133
11/21/2019,-3.227,-0.129
11/22/2019,-3.322,-0.157
11/25/2019,-3.461,-0.16
11/26/2019,-3.492,-0.151
11/27/2019,-3.623,-0.178
11/29/2019,-3.527,-0.17
12/2/2019,-3.293,-0.16
12/3/2019,-3.081,-0.141
12/4/2019,-3.145,-0.145
12/5/2019,-3.194,-0.14
12/6/2019,-3.319,-0.158
12/9/2019,-3.243,-0.158
12/10/2019,-3.268,-0.16
12/11/2019,-3.295,-0.158
12/12/2019,-3.457,-0.193
12/13/2019,-3.649,-0.195
12/16/2019,-3.831,-0.207
12/17/2019,-3.83,-0.227
12/18/2019,-3.847,-0.237
12/19/2019,-3.866,-0.238
12/20/2019,-3.89,-0.246
12/23/2019,-3.898,-0.258
12/24/2019,-3.841,-0.25
12/26/2019,-4.171,-0.248
12/27/2019,-4.094,-0.253
12/30/2019,-3.581,-0.254
12/31/2019,-3.632,-0.249
1/2/2020,-3.754,-0.262
1/3/2020,-3.553,-0.245
1/6/2020,-3.508,-0.24
1/7/2020,-3.641,-0.247
1/8/2020,-3.606,-0.236
1/9/2020,-3.884,-0.248
1/10/2020,-3.925,-0.246
1/13/2020,-4.006,-0.26
1/14/2020,-4.055,-0.258
1/15/2020,-4.007,-0.252
1/16/2020,-4.139,-0.261
1/17/2020,-4.242,-0.266
1/21/2020,-4.075,-0.24
1/22/2020,-4.086,-0.242
1/23/2020,-3.933,-0.227
1/24/2020,-3.825,-0.21
1/27/2020,-3.12,-0.181
1/28/2020,-3.4,-0.191
1/29/2020,-3.455,-0.179
1/30/2020,-3.238,-0.16
1/31/2020,-2.955,-0.145
2/3/2020,-2.957,-0.122
2/4/2020,-3.414,-0.175
2/5/2020,-3.627,-0.181
2/6/2020,-3.725,-0.191
2/7/2020,-3.593,-0.182
2/10/2020,-3.567,-0.17
2/11/2020,-3.702,-0.183
2/12/2020,-3.893,-0.191
2/13/2020,-3.82,-0.184
2/14/2020,-3.804,-0.176
2/18/2020,-3.655,-0.162
2/19/2020,-3.765,-0.163
2/20/2020,-3.566,-0.149
2/21/2020,-3.326,-0.131
2/24/2020,-2.342,-0.083
2/25/2020,-1.746,-0.074
2/26/2020,-1.639,-0.048
2/27/2020,-0.367,-0.015
2/28/2020,0.772,0.057
3/2/2020,0.339,0.044
3/3/2020,0.518,0.043
3/4/2020,-0.102,-0.003
3/5/2020,0.287,0.019
3/6/2020,1.68,0.135
3/9/2020,5.134,0.472
3/10/2020,3.816,0.446
3/11/2020,4.663,0.485
3/12/2020,7.475,0.646
3/13/2020,6.391,0.618
3/16/2020,8.99,0.804
3/17/2020,8.185,0.811
3/18/2020,9.486,0.963
3/19/2020,10.266,1.148
3/20/2020,9.84,1.094
3/23/2020,10.054,1.232
3/24/2020,8.474,1.146
3/25/2020,7.962,1.04
3/26/2020,7.671,0.971
3/27/2020,8.333,0.994
3/30/2020,7.954,1.041
3/31/2020,7.282,1.003
4/1/2020,7.932,1.071
4/2/2020,7.704,1.143
4/3/2020,7.501,1.181
4/6/2020,6.797,1.149
4/7/2020,6.579,1.084
4/8/2020,6.077,1.003
4/9/2020,5.546,0.953
4/13/2020,5.41,0.946
4/14/2020,4.773,0.907
4/15/2020,5.1,0.923
4/16/2020,5.139,0.921
4/17/2020,4.648,0.846
4/20/2020,4.757,0.833
4/21/2020,5.647,0.964
4/22/2020,5.351,0.961
4/23/2020,5.095,0.957
4/24/2020,4.939,0.974
4/27/2020,4.222,0.953
4/28/2020,4.026,0.947
4/29/2020,3.507,0.907
4/30/2020,3.399,0.882
5/1/2020,3.754,0.884
5/4/2020,3.721,0.853
5/5/2020,3.36,0.827
5/6/2020,3.391,0.813
5/7/2020,3.089,0.82
5/8/2020,2.62,0.786
5/11/2020,2.43,0.764
5/12/2020,2.596,0.768
5/13/2020,2.914,0.778
5/14/2020,3.072,0.793
5/15/2020,2.829,0.765
5/18/2020,2.218,0.716
5/19/2020,2.158,0.695
5/20/2020,1.78,0.652
5/21/2020,1.4,0.502
5/22/2020,1.486,0.577
5/26/2020,0.908,0.495
5/27/2020,0.778,0.483
5/28/2020,0.688,0.479
5/29/2020,0.638,0.44
6/1/2020,0.514,0.504
6/2/2020,0.243,0.472
6/3/2020,-0.148,0.421
6/4/2020,-0.39,0.363
6/5/2020,-0.748,0.315
6/8/2020,-0.96,0.154
6/9/2020,-0.728,0.155
6/10/2020,-0.597,0.16
6/11/2020,0.633,0.228
6/12/2020,0.671,0.228
6/15/2020,0.7,0.233
6/16/2020,0.123,0.18
6/17/2020,0.04,0.17
6/18/2020,0.11,0.173
6/19/2020,-0.005,0.165
6/22/2020,-0.077,0.16
6/23/2020,-0.284,0.143
6/24/2020,0.141,0.17
6/25/2020,0.1,0.177
6/26/2020,0.217,0.179
6/29/2020,0.198,0.19
6/30/2020,-0.115,0.185
7/1/2020,-0.393,0.147
7/2/2020,-0.69,0.122
7/6/2020,-1.06,0.082
7/7/2020,-0.967,0.082
7/8/2020,-0.991,0.062
7/9/2020,-0.866,0.063
7/10/2020,-0.998,0.07
7/13/2020,-1.05,0.038
7/14/2020,-1.038,0.061
7/15/2020,-1.32,0.043
7/16/2020,-1.318,0.057
7/17/2020,-1.465,0.045
7/20/2020,-1.662,0.029
7/21/2020,-1.809,0.005
7/22/2020,-1.814,0.005
7/23/2020,-1.725,0.009
7/24/2020,-1.495,0.127
7/27/2020,-1.587,-0.013
7/28/2020,-1.545,-0.012
7/29/2020,-1.608,-0.027
7/30/2020,-1.458,-0.018
7/31/2020,-1.381,-0.025
8/3/2020,-1.565,-0.032
8/4/2020,-1.641,-0.041
8/5/2020,-1.717,-0.061
8/6/2020,-1.678,-0.069
8/7/2020,-1.724,-0.059
8/10/2020,-1.787,-0.062
8/11/2020,-1.903,-0.092
8/12/2020,-2.052,-0.09
8/13/2020,-2.032,-0.09
8/14/2020,-1.964,-0.08
8/17/2020,-1.928,-0.073
8/18/2020,-1.872,-0.061
8/19/2020,-1.91,-0.066
8/20/2020,-1.769,-0.044
8/21/2020,-1.799,-0.051
8/24/2020,-1.944,-0.072
8/25/2020,-2.041,-0.076
8/26/2020,-2.029,-0.073
8/27/2020,-1.956,-0.071
8/28/2020,-1.78,-0.036
8/31/2020,-1.521,0.19
9/1/2020,-1.827,-0.095
9/2/2020,-1.917,-0.098
9/3/2020,-1.498,-0.086
9/4/2020,-1.411,-0.082
9/8/2020,-1.34,-0.041
9/9/2020,-1.522,-0.036
9/10/2020,-1.546,-0.04
9/11/2020,-1.73,-0.046
9/14/2020,-1.859,-0.056
9/15/2020,-1.913,-0.06
9/16/2020,-1.889,-0.05
9/17/2020,-1.796,-0.035
9/18/2020,-1.795,-0.031
9/21/2020,-1.294,0.007
9/22/2020,-1.409,0.017
9/23/2020,-1.271,0.026
9/24/2020,-1.097,0.05
9/25/2020,-1.23,0.05
9/28/2020,-1.392,0.045
9/29/2020,-1.405,0.05
9/30/2020,-1.488,0.028
10/1/2020,-1.511,0.026
10/2/2020,-1.369,0.031
10/5/2020,-1.55,0.024
10/6/2020,-1.592,0.012
10/7/2020,-1.744,0.003
10/8/2020,-1.941,-0.02
10/9/2020,-2.128,-0.032
10/12/2020,-2.221,-0.042
10/13/2020,-2.151,-0.036
10/14/2020,-2.135,-0.03
10/15/2020,-1.893,-0.016
10/16/2020,-1.913,0.024
10/19/2020,-1.905,-0.037
10/20/2020,-1.866,-0.042
10/21/2020,-1.794,-0.047
10/22/2020,-1.824,-0.047
10/23/2020,-1.891,-0.043
10/26/2020,-1.487,-0.027
10/27/2020,-1.322,-0.021
10/28/2020,-0.661,0.004
10/29/2020,-0.708,0.004
10/30/2020,-0.642,0.007
11/2/2020,-0.762,0.017
11/3/2020,-1.066,-0.007
11/4/2020,-1.757,-0.02
11/5/2020,-2.139,-0.065
11/6/2020,-2.245,-0.07
11/9/2020,-2.613,-0.106
11/10/2020,-2.566,-0.091
11/11/2020,-2.767,-0.094
11/12/2020,-2.592,-0.087
11/13/2020,-2.691,-0.095
11/16/2020,-2.886,-0.11
11/17/2020,-2.804,-0.054
11/18/2020,-2.764,-0.064
11/19/2020,-2.733,-0.055
11/20/2020,-2.806,-0.108
11/23/2020,-2.881,-0.119
11/24/2020,-3.091,-0.119
11/25/2020,-3.073,-0.121
11/27/2020,-3.21,-0.138
11/30/2020,-3.107,-0.126
12/1/2020,-3.315,-0.176
12/2/2020,-3.328,-0.184
12/3/2020,-3.321,-0.191
12/4/2020,-3.429,-0.214
12/7/2020,-3.332,-0.207
12/8/2020,-3.42,-0.216
12/9/2020,-3.529,-0.254
12/10/2020,-3.506,-0.25
12/11/2020,-3.343,-0.248
12/14/2020,-3.33,-0.247
12/15/2020,-3.46,-0.255
12/16/2020,-3.549,-0.271
12/17/2020,-3.625,-0.282
12/18/2020,-3.599,-0.282
12/21/2020,-3.23,-0.262
12/22/2020,-3.222,-0.25
12/23/2020,-3.421,-0.262
12/24/2020,-3.553,-0.263
12/28/2020,-3.671,-0.269
12/29/2020,-3.681,-0.28
12/30/2020,-3.611,-0.297
12/31/2020,-3.642,-0.303
1/4/2021,-3.392,-0.307
1/5/2021,-3.419,-0.301
1/6/2021,-3.655,-0.31
1/7/2021,-3.87,-0.318
1/8/2021,-3.982,-0.337
1/11/2021,-3.848,-0.344
1/12/2021,-3.854,-0.335
1/13/2021,-3.933,-0.338
1/14/2021,-3.948,-0.347
1/15/2021,-3.755,-0.329
1/19/2021,-3.854,-0.336
1/20/2021,-4.026,-0.353
1/21/2021,-4.105,-0.363
1/22/2021,-4.019,-0.352
1/25/2021,-3.857,-0.355
1/26/2021,-3.879,-0.342
1/27/2021,-3.225,-0.334
1/28/2021,-3.339,-0.321
1/29/2021,-3.053,-0.318
2/1/2021,-3.329,-0.331
2/2/2021,-3.727,-0.35
2/3/2021,-3.967,-0.361
2/4/2021,-4.036,-0.377
2/5/2021,-4.171,-0.388
2/8/2021,-4.226,-0.383
2/9/2021,-4.215,-0.394
2/10/2021,-4.166,-0.398
2/11/2021,-4.263,-0.448
2/12/2021,-4.364,-0.458
2/16/2021,-4.332,-0.471
2/17/2021,-4.269,-0.458
2/18/2021,-4.207,-0.457
2/19/2021,-4.199,-0.454
2/22/2021,-3.941,-0.381
2/23/2021,-3.901,-0.39
